date,customer,sales,no_of_products
2024-05-15,0010042114,5094.0,3
2024-05-22,0010042114,7486.5,5
2024-05-29,0010042114,5255.0,3
2024-06-05,0010042114,0.0,6
2024-06-10,0010042114,9369.0,5
2024-06-13,0010042114,3673.0,3
2024-06-19,0010042114,2825.0,2
2024-06-20,0010042114,831.0,1
2024-06-26,0010042114,5741.0,5
2024-06-27,0010042114,206.0,1
2024-07-01,0010042114,2357.0,2
2024-07-02,0010042114,5094.0,3
2024-07-16,0010042114,3237.0,2
2024-07-17,0010042114,2018.0,1
2024-07-18,0010042114,1279.5,1
2024-07-24,0010042114,7502.0,4
2024-07-31,0010042114,2039.0,2
2024-08-05,0010042114,1279.5,1
2024-08-06,0010042114,8511.0,4
2024-08-15,0010042114,1421.0,2
2024-08-19,0010042114,2842.0,2
2024-08-20,0010042114,831.0,1
2024-08-23,0010042114,4843.0,3
2024-08-26,0010042114,706.25,2
2024-08-28,0010042114,5094.0,3
2024-09-03,0010042114,712.0,1
2024-09-11,0010042114,10122.0,4
2024-09-17,0010042114,3064.0,3
2024-09-25,0010042114,2067.0,2
2024-09-30,0010042114,356.0,1
2024-10-02,0010042114,6527.0,5
2024-10-08,0010042114,6086.0,4
2024-10-17,0010042114,7095.0,4
2024-10-24,0010042114,1421.0,2
2024-11-01,0010042114,6939.0,5
2024-11-06,0010042114,4085.0,3
2024-11-14,0010042114,4843.0,3
2024-11-20,0010042114,5518.0,5
2024-11-25,0010042114,3673.0,3
2024-12-06,0010042114,6939.0,5
2024-12-12,0010042114,824.0,1
2024-12-16,0010042114,3973.0,4
2024-12-23,0010042114,1421.0,2
2024-12-26,0010042114,1421.0,2
2024-12-30,0010042114,3318.5,4
2024-12-31,0010042114,1127.5,2
2024-01-02,0010042864,6499.5,7
2024-01-03,0010042864,2604.0,1
2024-01-04,0010042864,1818.0,1
2024-01-10,0010042864,591.75,1
2024-01-11,0010042864,534.0,1
2024-01-16,0010042864,1131.75,2
2024-01-17,0010042864,3634.0,3
2024-01-19,0010042864,1813.0,2
2024-01-26,0010042864,5290.5,7
2024-01-30,0010042864,-902.5,1
2024-02-01,0010042864,3676.0,5
2024-02-09,0010042864,2060.0,1
2024-02-13,0010042864,2014.0,3
2024-02-14,0010042864,4736.75,3
2024-02-19,0010042864,2467.5,2
2024-02-21,0010042864,1973.0,3
2024-02-23,0010042864,356.0,1
2024-02-27,0010042864,2604.0,2
2024-02-28,0010042864,2712.0,5
2024-02-29,0010042864,2600.0,2
2024-03-05,0010042864,1812.75,2
2024-03-06,0010042864,1576.0,2
2024-03-12,0010042864,4389.5,5
2024-03-13,0010042864,2060.0,1
2024-03-14,0010042864,2786.0,1
2024-03-19,0010042864,2462.0,4
2024-03-21,0010042864,10275.5,5
2024-03-25,0010042864,1030.0,1
2024-03-27,0010042864,11242.0,4
2024-03-28,0010042864,188.75,1
2024-03-29,0010042864,487.5,2
2024-04-04,0010042864,2060.0,3
2024-04-05,0010042864,1246.5,1
2024-04-11,0010042864,1030.0,1
2024-04-17,0010042864,566.25,1
2024-04-24,0010042864,1055.0,1
2024-04-25,0010042864,1030.0,1
2024-04-26,0010042864,6289.75,5
2024-04-30,0010042864,487.5,1
2024-05-07,0010042864,2265.0,1
2024-05-09,0010042864,2987.75,2
2024-05-10,0010042864,1055.0,1
2024-05-16,0010042864,3482.5,1
2024-05-17,0010042864,1030.0,1
2024-05-18,0010042864,2060.0,1
2024-05-22,0010042864,534.0,1
2024-05-23,0010042864,356.0,1
2024-05-24,0010042864,422.0,1
2024-05-28,0010042864,4032.5,2
2024-05-31,0010042864,756.0,2
2024-06-07,0010042864,4326.5,3
2024-06-11,0010042864,2089.5,1
2024-06-13,0010042864,1030.0,1
2024-06-14,0010042864,3552.0,2
2024-06-20,0010042864,2643.75,2
2024-06-21,0010042864,1780.5,2
2024-07-02,0010042864,6726.5,4
2024-07-09,0010042864,534.0,1
2024-07-10,0010042864,8798.25,3
2024-07-12,0010042864,2840.0,3
2024-07-17,0010042864,1393.0,1
2024-07-23,0010042864,1741.25,1
2024-07-24,0010042864,1246.5,1
2024-07-26,0010042864,1055.0,1
2024-07-30,0010042864,2184.0,1
2024-07-31,0010042864,3482.5,1
2024-08-06,0010042864,3196.5,3
2024-08-08,0010042864,-208.75,2
2024-08-09,0010042864,2786.0,2
2024-08-10,0010042864,2060.0,2
2024-08-13,0010042864,2423.0,2
2024-08-16,0010042864,2374.25,2
2024-08-21,0010042864,9751.0,2
2024-08-22,0010042864,1393.0,1
2024-08-27,0010042864,1030.0,1
2024-09-03,0010042864,844.0,1
2024-09-04,0010042864,1887.5,1
2024-09-07,0010042864,1246.5,1
2024-09-12,0010042864,2685.0,3
2024-09-13,0010042864,1030.0,1
2024-09-17,0010042864,2472.0,2
2024-09-24,0010042864,4986.5,5
2024-10-01,0010042864,2642.5,1
2024-10-02,0010042864,1030.0,1
2024-10-08,0010042864,4115.5,2
2024-10-16,0010042864,1462.5,1
2024-10-17,0010042864,2786.0,1
2024-10-22,0010042864,2943.5,2
2024-10-25,0010042864,7111.25,2
2024-10-30,0010042864,529.2,3
2024-10-31,0010042864,5392.0,4
2024-11-01,0010042864,2301.5,2
2024-11-08,0010042864,1030.0,1
2024-11-12,0010042864,719.5,1
2024-11-15,0010042864,422.0,1
2024-11-20,0010042864,1741.25,1
2024-11-22,0010042864,1246.5,1
2024-11-26,0010042864,377.5,1
2024-12-03,0010042864,422.0,1
2024-12-06,0010042864,5456.25,3
2024-12-13,0010042864,422.0,1
2023-01-26,0010044204,360.0,1
2023-01-27,0010044204,920.5,2
2023-01-30,0010044204,436.75,1
2023-01-31,0010044204,561.0,1
2023-02-02,0010044204,5859.5,6
2023-02-03,0010044204,540.0,1
2023-02-06,0010044204,3127.25,3
2023-02-09,0010044204,3810.75,5
2023-02-10,0010044204,359.5,1
2023-02-20,0010044204,640.0,2
2023-02-22,0010044204,640.0,2
2023-02-27,0010044204,561.0,1
2023-02-28,0010044204,5163.75,9
2023-03-01,0010044204,2887.75,3
2023-03-06,0010044204,2864.75,4
2023-03-08,0010044204,66288.25,17
2023-03-09,0010044204,11460.0,2
2023-03-13,0010044204,13752.0,1
2023-05-01,0010044204,944.0,1
2023-05-10,0010044204,944.0,1
2023-05-18,0010044204,1987.0,3
2023-05-19,0010044204,606.0,1
2023-05-22,0010044204,1476.5,3
2023-05-23,0010044204,1212.0,1
2023-05-24,0010044204,3885.75,6
2023-05-30,0010044204,2097.75,3
2023-06-01,0010044204,8749.5,6
2023-06-02,0010044204,1818.0,1
2023-06-05,0010044204,2361.0,2
2023-06-06,0010044204,95866.5,15
2023-06-08,0010044204,3438.0,1
2023-08-09,0010044204,2762.0,2
2023-08-16,0010044204,2156.0,2
2023-08-17,0010044204,5526.0,3
2023-08-23,0010044204,909.0,1
2023-08-24,0010044204,606.0,1
2023-08-25,0010044204,2762.0,2
2023-08-29,0010044204,1381.0,2
2023-08-30,0010044204,909.0,2
2023-09-01,0010044204,77106.0,15
2023-11-02,0010044204,1212.0,1
2023-11-07,0010044204,583.5,1
2023-11-08,0010044204,1722.0,2
2023-11-09,0010044204,1167.0,1
2023-11-13,0010044204,1515.0,2
2023-11-15,0010044204,45835.5,12
2023-12-15,0010044204,472.0,1
2023-12-21,0010044204,472.0,1
2023-12-27,0010044204,1078.0,2
2024-01-01,0010044204,6357.25,6
2024-01-02,0010044204,1818.0,1
2024-01-03,0010044204,4943.0,3
2024-01-08,0010044204,3175.25,3
2024-01-10,0010044204,7194.0,3
2024-01-11,0010044204,3502.0,2
2024-01-17,0010044204,3156.0,4
2024-01-25,0010044204,994.5,2
2024-01-31,0010044204,994.5,2
2024-02-01,0010044204,12556.75,11
2024-02-05,0010044204,1217.25,3
2024-02-06,0010044204,1393.0,3
2024-02-12,0010044204,3372.5,3
2024-02-13,0010044204,4146.0,5
2024-02-15,0010044204,6508.0,2
2024-02-18,0010044204,2009.0,2
2024-02-20,0010044204,497.5,2
2024-02-21,0010044204,3019.25,4
2024-02-22,0010044204,497.5,2
2024-02-26,0010044204,5553.75,9
2024-02-27,0010044204,944.0,1
2024-02-28,0010044204,3562.5,3
2024-02-29,0010044204,12054.0,9
2024-03-01,0010044204,7641.5,4
2024-03-11,0010044204,7876.5,4
2024-03-12,0010044204,1070.0,2
2024-03-15,0010044204,1908.5,4
2024-03-18,0010044204,5858.75,5
2024-03-19,0010044204,1066.25,2
2024-03-20,0010044204,426.5,1
2024-03-21,0010044204,2498.0,3
2024-03-24,0010044204,1721.0,2
2024-03-26,0010044204,8931.25,8
2024-04-01,0010044204,19756.0,8
2024-04-05,0010044204,1809.25,3
2024-04-08,0010044204,178.0,1
2024-04-09,0010044204,1178.5,2
2024-04-10,0010044204,356.0,1
2024-04-15,0010044204,981.75,1
2024-04-17,0010044204,915.75,2
2024-04-22,0010044204,1963.5,2
2024-04-25,0010044204,2534.5,2
2024-04-26,0010044204,3358.5,3
2024-04-29,0010044204,6888.75,5
2024-04-30,0010044204,206.0,1
2024-05-01,0010044204,12136.0,6
2024-05-06,0010044204,4511.75,7
2024-05-12,0010044204,1894.0,3
2024-05-13,0010044204,4359.0,4
2024-05-14,0010044204,500.25,1
2024-05-17,0010044204,2581.5,2
2024-05-19,0010044204,1279.5,1
2024-05-20,0010044204,5893.0,6
2024-05-21,0010044204,1558.75,4
2024-05-22,0010044204,5443.25,6
2024-05-23,0010044204,2413.0,5
2024-05-28,0010044204,1277.75,2
2024-05-29,0010044204,3437.0,5
2024-05-30,0010044204,2806.75,4
2024-06-01,0010044204,1073.75,3
2024-06-03,0010044204,7949.5,10
2024-06-04,0010044204,6474.75,8
2024-06-06,0010044204,3067.75,3
2024-06-10,0010044204,5583.75,7
2024-06-13,0010044204,2154.75,4
2024-06-17,0010044204,8829.5,12
2024-06-19,0010044204,2292.0,3
2024-06-21,0010044204,1482.0,3
2024-06-24,0010044204,1500.25,5
2024-06-25,0010044204,16883.25,9
2024-06-26,0010044204,4817.5,5
2024-07-01,0010044204,9026.25,5
2024-07-02,0010044204,2512.5,4
2024-07-08,0010044204,1714.0,3
2024-07-10,0010044204,1070.0,3
2024-07-11,0010044204,3666.75,5
2024-07-12,0010044204,748.25,3
2024-07-15,0010044204,3614.5,5
2024-07-16,0010044204,1833.0,4
2024-07-17,0010044204,5151.0,8
2024-07-18,0010044204,1607.0,3
2024-07-19,0010044204,5151.75,5
2024-07-22,0010044204,4053.5,8
2024-07-23,0010044204,919.5,3
2024-07-24,0010044204,1522.25,2
2024-07-25,0010044204,-1522.25,3
2024-07-26,0010044204,3465.0,4
2024-07-29,0010044204,4329.0,7
2024-07-30,0010044204,2960.5,3
2024-07-31,0010044204,4641.0,4
2024-08-01,0010044204,1000.5,1
2024-08-05,0010044204,12720.5,8
2024-08-08,0010044204,5238.25,10
2024-08-12,0010044204,3050.0,3
2024-08-14,0010044204,2226.0,2
2024-08-15,0010044204,2035.75,4
2024-08-16,0010044204,1309.0,1
2024-08-18,0010044204,206.0,1
2024-08-19,0010044204,4714.5,4
2024-08-20,0010044204,1783.5,4
2024-08-22,0010044204,34894.5,4
2024-08-26,0010044204,4736.75,6
2024-08-29,0010044204,5196.75,7
2024-09-03,0010044204,3669.75,4
2024-09-04,0010044204,2825.0,2
2024-09-09,0010044204,3962.25,3
2024-09-10,0010044204,825.75,3
2024-09-16,0010044204,915.75,2
2024-09-17,0010044204,412.0,1
2024-09-19,0010044204,1225.5,1
2024-09-23,0010044204,1646.5,3
2024-09-26,0010044204,8113.25,10
2024-09-30,0010044204,3829.25,4
2024-10-02,0010044204,914.0,3
2024-10-07,0010044204,4197.25,4
2024-10-08,0010044204,207.75,1
2024-10-10,0010044204,1787.5,3
2024-10-14,0010044204,3404.5,6
2024-10-17,0010044204,412.0,1
2024-10-21,0010044204,2264.5,5
2024-10-23,0010044204,500.25,1
2024-10-24,0010044204,1326.0,4
2024-10-28,0010044204,13219.5,12
2024-10-29,0010044204,860.5,2
2024-10-31,0010044204,4921.25,5
2024-11-04,0010044204,2380.25,4
2024-11-06,0010044204,4593.5,7
2024-11-07,0010044204,1780.0,4
2024-11-11,0010044204,915.75,2
2024-11-12,0010044204,3012.75,5
2024-11-13,0010044204,632.5,2
2024-11-14,0010044204,3319.75,7
2024-11-18,0010044204,1360.75,3
2024-11-19,0010044204,632.5,2
2024-11-20,0010044204,1535.5,3
2024-11-21,0010044204,6359.25,9
2024-11-22,0010044204,1908.5,4
2024-11-25,0010044204,959.75,3
2024-11-26,0010044204,18085.5,14
2024-12-02,0010044204,327.25,1
2024-12-03,0010044204,1758.75,3
2024-12-05,0010044204,4505.0,7
2024-12-09,0010044204,1980.5,5
2024-12-11,0010044204,3432.0,5
2024-12-12,0010044204,1507.5,2
2024-12-16,0010044204,419.25,2
2024-12-17,0010044204,2401.5,6
2024-12-18,0010044204,2645.25,4
2024-12-19,0010044204,10605.0,9
2024-12-23,0010044204,2864.5,4
2024-12-26,0010044204,14327.25,6
2024-12-30,0010044204,412.0,1
2024-01-04,0010046257,583.5,1
2024-02-07,0010046257,1295.0,1
2024-02-14,0010046257,1295.0,2
2024-02-20,0010046257,1236.5,2
2024-02-29,0010046257,1212.0,1
2024-03-04,0010046257,2079.0,1
2024-03-12,0010046257,755.0,1
2024-03-19,0010046257,1812.5,2
2024-03-20,0010046257,3199.5,2
2024-04-03,0010046257,2367.75,2
2024-04-16,0010046257,4599.75,5
2024-04-23,0010046257,1309.0,1
2024-04-30,0010046257,6737.5,4
2024-05-02,0010046257,1279.5,1
2024-05-06,0010046257,1732.5,1
2024-05-07,0010046257,495.25,1
2024-05-13,0010046257,2618.0,1
2024-05-17,0010046257,1932.0,1
2024-05-21,0010046257,5617.0,5
2024-05-28,0010046257,1309.0,1
2024-06-05,0010046257,7073.5,4
2024-07-08,0010046257,3465.0,2
2024-07-25,0010046257,6737.5,2
2024-08-13,0010046257,1309.0,1
2024-08-20,0010046257,12939.75,5
2024-08-22,0010046257,8319.75,5
2024-08-23,0010046257,-8319.75,4
2024-09-24,0010046257,3472.0,2
2024-10-01,0010046257,1393.0,1
2024-10-08,0010046257,3706.25,4
2024-10-16,0010046257,1393.0,1
2024-10-23,0010046257,1393.0,1
2024-11-08,0010046257,5113.5,5
2024-11-11,0010046257,1236.0,1
2024-11-12,0010046257,5301.0,4
2024-11-25,0010046257,2368.5,2
2024-12-04,0010046257,4168.5,2
2024-12-18,0010046257,45534.75,5
2023-03-14,0010046951,2751.0,1
2023-03-31,0010046951,20709.0,6
2023-06-01,0010046951,1818.0,1
2023-06-13,0010046951,2154.0,2
2023-06-19,0010046951,32505.0,7
2023-08-03,0010046951,1375.5,1
2023-08-17,0010046951,909.0,1
2023-09-05,0010046951,1818.0,1
2023-09-28,0010046951,45108.0,6
2023-10-06,0010046951,1167.0,1
2023-11-21,0010046951,3501.0,1
2023-01-03,0010048764,1670.0,1
2023-01-30,0010048764,1842.5,1
2023-01-31,0010048764,835.0,1
2023-02-03,0010048764,363.5,1
2023-02-13,0010048764,514.5,2
2023-02-16,0010048764,1842.5,1
2023-02-22,0010048764,1016.75,2
2023-03-02,0010048764,1179.0,3
2023-03-10,0010048764,1195.5,1
2023-03-16,0010048764,505.5,1
2023-03-21,0010048764,2166.0,1
2023-03-27,0010048764,9339.0,3
2023-03-29,0010048764,3586.5,4
2023-04-12,0010048764,505.5,1
2023-04-18,0010048764,1942.5,1
2023-04-27,0010048764,-720.0,2
2023-06-06,0010048764,1195.5,1
2023-06-14,0010048764,1111.0,2
2023-06-19,0010048764,252.75,1
2023-06-21,0010048764,1101.75,2
2023-06-22,0010048764,10309.5,2
2023-06-27,0010048764,1179.0,1
2023-07-21,0010048764,647.0,1
2023-07-28,0010048764,252.75,1
2023-08-08,0010048764,1594.0,1
2023-08-09,0010048764,389.0,1
2023-08-15,0010048764,1105.5,2
2023-08-21,0010048764,2391.0,2
2023-08-30,0010048764,323.5,1
2023-09-01,0010048764,12786.5,7
2023-09-18,0010048764,1941.0,1
2023-09-27,0010048764,2751.0,1
2023-09-29,0010048764,2166.0,1
2023-10-11,0010048764,1992.5,1
2023-10-24,0010048764,1992.5,1
2023-11-15,0010048764,4332.0,2
2023-11-28,0010048764,4782.0,1
2023-12-13,0010048764,971.25,1
2023-12-27,0010048764,3610.0,1
2024-02-01,0010054638,786.0,1
2024-02-04,0010054638,2378.01,3
2024-02-12,0010054638,11791.56,9
2024-02-18,0010054638,786.0,1
2024-03-03,0010054638,2444.52,3
2024-03-14,0010054638,1243.0,2
2024-03-15,0010054638,5233.0,2
2024-03-18,0010054638,1236.0,1
2024-03-19,0010054638,2878.0,1
2024-03-22,0010054638,831.0,1
2024-03-25,0010054638,1662.0,1
2024-03-26,0010054638,426.5,1
2024-03-28,0010054638,1253.0,2
2024-04-01,0010054638,1138.5,2
2024-04-11,0010054638,831.0,1
2024-04-17,0010054638,1662.0,1
2024-04-23,0010054638,2252.0,3
2024-04-28,0010054638,2098.5,3
2024-04-29,0010054638,495.25,1
2024-05-01,0010054638,4392.0,1
2024-05-08,0010054638,3610.0,3
2024-05-09,0010054638,426.5,1
2024-05-14,0010054638,841.0,1
2024-05-19,0010054638,831.0,1
2024-05-23,0010054638,2496.0,3
2024-06-03,0010054638,4228.5,4
2024-06-05,0010054638,4392.0,1
2024-06-17,0010054638,3766.25,6
2024-06-24,0010054638,3716.5,3
2024-06-30,0010054638,1662.0,1
2024-07-02,0010054638,831.0,1
2024-07-09,0010054638,2265.0,3
2024-07-10,0010054638,1236.0,1
2024-07-14,0010054638,1840.0,2
2024-07-18,0010054638,6054.0,2
2024-07-24,0010054638,1243.0,2
2024-07-29,0010054638,1267.5,2
2024-08-08,0010054638,4540.0,2
2024-08-11,0010054638,1840.0,2
2024-08-13,0010054638,495.25,1
2024-08-19,0010054638,7393.75,7
2024-08-20,0010054638,841.0,1
2024-08-21,0010054638,6410.0,2
2024-08-23,0010054638,-712.0,1
2024-08-26,0010054638,4581.75,3
2024-08-27,0010054638,501.0,1
2024-08-28,0010054638,831.0,1
2024-09-12,0010054638,1840.0,2
2024-09-16,0010054638,841.0,1
2024-09-18,0010054638,712.0,1
2024-09-23,0010054638,426.5,1
2024-09-25,0010054638,1662.0,1
2024-10-03,0010054638,1916.25,4
2024-10-09,0010054638,3719.0,2
2024-10-13,0010054638,2988.75,4
2024-10-21,0010054638,3205.0,2
2024-10-27,0010054638,973.25,2
2024-10-28,0010054638,841.0,1
2024-11-04,0010054638,2671.5,2
2024-11-05,0010054638,4392.0,1
2024-11-06,0010054638,1953.5,2
2024-11-18,0010054638,841.0,1
2024-11-20,0010054638,4430.0,6
2024-11-26,0010054638,2157.25,2
2024-12-03,0010054638,712.0,1
2024-12-09,0010054638,841.0,1
2024-12-16,0010054638,1955.0,3
2024-12-26,0010054638,2878.0,1
2024-12-30,0010054638,7321.5,4
2024-01-09,0010056376,677.75,3
2024-02-06,0010056376,872.25,4
2024-02-20,0010056376,225.75,1
2024-02-27,0010056376,414.5,2
2024-03-05,0010056376,726.75,2
2024-04-16,0010056376,275.5,1
2024-04-23,0010056376,483.0,1
2024-05-07,0010056376,213.25,1
2024-05-08,0010056376,275.5,1
2024-05-29,0010056376,241.5,1
2024-06-05,0010056376,1850.75,5
2024-06-12,0010056376,2028.75,6
2024-06-18,0010056376,-1850.75,5
2024-06-26,0010056376,758.5,2
2024-07-10,0010056376,551.0,1
2024-07-24,0010056376,668.0,2
2024-08-14,0010056376,178.0,1
2024-08-21,0010056376,792.5,2
2024-09-04,0010056376,838.75,4
2024-09-18,0010056376,454.75,2
2024-10-01,0010056376,1126.75,3
2024-10-15,0010056376,241.5,1
2024-10-22,0010056376,984.0,3
2024-10-29,0010056376,241.5,1
2024-11-13,0010056376,275.5,1
2024-12-03,0010056376,1114.25,5
2024-12-18,0010056376,730.25,3
2023-01-09,0010057360,1007.5,3
2023-01-17,0010057360,1191.75,4
2023-01-23,0010057360,1418.0,5
2023-01-30,0010057360,1288.0,4
2023-02-06,0010057360,1523.0,4
2023-02-13,0010057360,1881.5,4
2023-02-21,0010057360,1473.0,4
2023-02-27,0010057360,1473.25,5
2023-03-06,0010057360,1451.0,4
2023-03-13,0010057360,1198.25,4
2023-03-20,0010057360,1391.5,4
2023-03-27,0010057360,1391.25,3
2023-04-03,0010057360,1790.0,5
2023-04-10,0010057360,1785.0,5
2023-04-17,0010057360,1590.5,4
2023-04-24,0010057360,2878.5,5
2023-05-01,0010057360,1585.75,4
2023-05-02,0010057360,505.5,1
2023-05-04,0010057360,-505.5,1
2023-05-09,0010057360,1590.5,4
2023-05-15,0010057360,2037.75,5
2023-05-22,0010057360,1780.0,4
2023-05-30,0010057360,2037.75,5
2023-06-05,0010057360,1558.5,3
2023-06-12,0010057360,1338.0,5
2023-06-20,0010057360,1391.5,4
2023-06-26,0010057360,1649.0,4
2023-07-03,0010057360,3118.75,5
2023-07-10,0010057360,3505.5,3
2023-07-25,0010057360,782.0,2
2023-07-31,0010057360,587.75,2
2023-08-07,0010057360,1282.75,3
2023-08-14,0010057360,1843.5,5
2023-08-21,0010057360,1585.75,4
2023-08-22,0010057360,194.5,1
2023-08-24,0010057360,-194.5,1
2023-08-28,0010057360,2037.5,4
2023-09-05,0010057360,1391.5,4
2023-09-11,0010057360,1396.5,5
2023-09-18,0010057360,1500.25,4
2023-09-25,0010057360,1346.0,3
2023-10-02,0010057360,1061.25,3
2023-10-10,0010057360,894.0,2
2023-10-16,0010057360,1287.75,4
2023-10-23,0010057360,1287.75,4
2023-10-30,0010057360,1061.25,2
2023-11-06,0010057360,1003.0,3
2023-11-13,0010057360,1252.5,4
2023-11-20,0010057360,1205.5,2
2023-11-27,0010057360,1550.5,4
2023-12-11,0010057360,2846.0,6
2023-12-18,0010057360,1843.5,5
2023-12-27,0010057360,1034.75,3
2024-01-02,0010057360,447.0,2
2024-01-08,0010057360,1088.5,3
2024-01-16,0010057360,1396.25,4
2024-01-22,0010057360,641.5,3
2024-01-29,0010057360,1482.0,4
2024-02-05,0010057360,1566.5,3
2024-02-12,0010057360,1729.75,3
2024-02-20,0010057360,2032.75,4
2024-02-26,0010057360,1138.75,4
2024-04-01,0010057360,974.0,3
2024-04-08,0010057360,1018.5,4
2024-04-15,0010057360,1989.0,4
2024-04-22,0010057360,2319.0,5
2024-04-29,0010057360,1654.75,5
2024-05-06,0010057360,1573.25,3
2024-05-13,0010057360,1599.5,4
2024-05-20,0010057360,3521.0,5
2024-05-28,0010057360,1507.5,3
2024-06-03,0010057360,1503.75,4
2024-06-17,0010057360,1348.75,2
2024-06-27,0010057360,415.75,2
2024-06-28,0010057360,415.75,2
2024-07-08,0010057360,3073.25,4
2024-07-23,0010057360,1599.75,2
2024-07-29,0010057360,625.5,2
2024-08-05,0010057360,1783.0,3
2024-08-12,0010057360,1661.75,3
2024-08-19,0010057360,1503.75,4
2024-08-26,0010057360,1297.75,3
2024-09-03,0010057360,1765.25,4
2024-09-09,0010057360,1389.75,4
2024-09-16,0010057360,970.5,2
2024-09-23,0010057360,1176.5,3
2024-09-30,0010057360,1940.75,4
2024-10-07,0010057360,1830.25,4
2024-10-15,0010057360,908.25,3
2024-10-21,0010057360,1176.5,3
2024-10-22,0010057360,981.75,1
2024-10-28,0010057360,1992.5,5
2024-11-04,0010057360,1926.75,5
2024-11-12,0010057360,1297.75,3
2024-11-18,0010057360,1441.75,3
2024-11-25,0010057360,1992.5,5
2024-12-02,0010057360,1507.25,5
2024-12-09,0010057360,1989.0,4
2024-12-16,0010057360,2618.0,5
2023-01-09,0010057366,460.25,2
2023-01-26,0010057366,460.5,2
2023-01-31,0010057366,180.75,1
2023-02-07,0010057366,460.25,2
2023-02-21,0010057366,460.25,2
2023-03-07,0010057366,497.25,2
2023-03-21,0010057366,194.5,1
2023-04-18,0010057366,497.25,2
2023-05-09,0010057366,497.25,2
2023-05-15,0010057366,194.5,1
2023-05-19,0010057366,303.0,1
2023-05-25,0010057366,194.25,1
2023-06-01,0010057366,303.0,1
2023-06-06,0010057366,194.25,1
2023-06-13,0010057366,497.25,2
2023-07-06,0010057366,691.75,3
2023-07-18,0010057366,497.25,2
2023-08-01,0010057366,497.25,2
2023-08-11,0010057366,696.5,3
2023-08-24,0010057366,194.25,1
2023-08-29,0010057366,497.5,2
2023-09-12,0010057366,497.25,2
2023-09-28,0010057366,303.0,1
2023-10-03,0010057366,194.25,1
2023-10-09,0010057366,994.5,2
2023-10-23,0010057366,194.5,1
2023-10-30,0010057366,497.25,2
2023-11-14,0010057366,497.25,2
2023-11-20,0010057366,252.75,1
2023-11-30,0010057366,194.25,1
2023-12-05,0010057366,303.0,1
2023-12-12,0010057366,388.75,2
2023-12-19,0010057366,303.0,1
2023-12-27,0010057366,194.25,1
2024-01-03,0010057366,303.0,1
2024-01-09,0010057366,497.25,2
2024-01-29,0010057366,497.25,2
2024-02-12,0010057366,691.75,3
2024-03-11,0010057366,535.0,2
2024-04-01,0010057366,327.25,1
2024-04-11,0010057366,206.0,1
2024-04-15,0010057366,535.0,2
2024-04-30,0010057366,535.0,2
2024-05-13,0010057366,483.25,2
2024-05-21,0010057366,535.0,2
2024-05-23,0010057366,206.0,1
