date,customer,sales,no_of_products
2023-12-27,0010058022,458.5,1
2024-01-08,0010058022,451.5,1
2024-04-08,0010058022,1449.0,1
2024-05-20,0010058022,1449.0,1
2024-06-28,0010058022,241.5,1
2024-07-08,0010058022,1449.0,1
2024-08-19,0010058022,1219.75,2
2024-09-12,0010058022,2030.25,2
2024-10-07,0010058022,1386.0,1
2024-10-28,0010058022,2079.0,1
2024-12-26,0010058022,1386.0,1
2023-01-16,0010059653,702.0,1
2023-01-23,0010059653,553.75,1
2023-02-01,0010059653,1043.25,3
2023-02-08,0010059653,234.0,1
2023-02-20,0010059653,836.5,2
2023-03-03,0010059653,505.5,1
2023-03-06,0010059653,458.5,1
2023-03-17,0010059653,2634.0,4
2023-03-24,0010059653,252.75,1
2023-04-06,0010059653,1409.5,2
2023-04-17,0010059653,323.5,1
2023-04-24,0010059653,758.25,1
2023-05-03,0010059653,597.75,1
2023-05-09,0010059653,758.25,1
2023-05-13,0010059653,722.0,2
2023-05-15,0010059653,505.5,1
2023-05-26,0010059653,917.0,1
2023-06-05,0010059653,1409.5,2
2023-06-07,0010059653,597.75,1
2023-06-19,0010059653,505.5,1
2023-06-20,0010059653,323.5,1
2023-06-26,0010059653,505.5,1
2023-06-28,0010059653,458.5,1
2023-07-10,0010059653,505.5,1
2023-07-18,0010059653,398.5,1
2023-08-02,0010059653,920.0,2
2023-08-09,0010059653,398.5,1
2023-08-16,0010059653,1540.25,3
2023-08-28,0010059653,398.5,1
2023-09-05,0010059653,1216.75,2
2023-09-14,0010059653,613.75,3
2023-09-21,0010059653,1362.5,3
2023-09-26,0010059653,458.5,1
2023-10-04,0010059653,161.75,1
2023-10-10,0010059653,758.25,1
2023-10-12,0010059653,199.25,1
2023-10-24,0010059653,323.5,1
2023-10-25,0010059653,505.5,1
2023-10-30,0010059653,199.25,1
2023-11-02,0010059653,458.5,1
2023-11-07,0010059653,964.0,2
2023-11-15,0010059653,1356.0,2
2023-12-05,0010059653,323.5,1
2023-12-07,0010059653,758.25,1
2023-12-12,0010059653,917.0,1
2023-12-13,0010059653,323.5,1
2023-12-19,0010059653,398.5,1
2023-12-20,0010059653,505.5,1
2024-01-09,0010059653,1777.0,4
2024-01-30,0010059653,1938.75,4
2024-02-12,0010059653,1976.25,4
2024-02-29,0010059653,1156.75,2
2024-03-04,0010059653,495.25,1
2024-03-07,0010059653,178.0,1
2024-03-11,0010059653,977.5,2
2024-03-22,0010059653,907.0,2
2024-03-26,0010059653,495.25,1
2024-04-02,0010059653,977.5,2
2024-04-11,0010059653,1828.75,4
2024-04-26,0010059653,551.0,1
2024-04-30,0010059653,1741.75,2
2024-05-20,0010059653,1253.0,2
2024-05-23,0010059653,356.0,1
2024-06-04,0010059653,977.5,2
2024-06-11,0010059653,495.25,1
2024-06-13,0010059653,426.5,1
2024-06-17,0010059653,826.5,1
2024-06-25,0010059653,907.0,2
2024-07-05,0010059653,426.5,1
2024-07-09,0010059653,990.5,1
2024-07-16,0010059653,826.5,1
2024-07-25,0010059653,356.0,1
2024-07-29,0010059653,977.5,2
2024-08-01,0010059653,495.25,1
2024-08-12,0010059653,495.25,1
2024-08-13,0010059653,551.0,1
2024-08-15,0010059653,426.5,1
2024-08-23,0010059653,178.0,1
2024-08-26,0010059653,907.0,2
2024-09-10,0010059653,826.5,1
2024-09-13,0010059653,495.25,1
2024-09-23,0010059653,426.5,1
2024-09-25,0010059653,275.5,1
2024-09-30,0010059653,275.5,1
2024-10-14,0010059653,495.25,1
2024-10-18,0010059653,1321.75,2
2024-10-23,0010059653,391.25,2
2024-10-28,0010059653,275.5,1
2024-10-31,0010059653,213.25,1
2024-11-04,0010059653,178.0,1
2024-11-06,0010059653,551.0,1
2024-11-13,0010059653,213.25,1
2024-11-18,0010059653,495.25,1
2024-11-20,0010059653,178.0,1
2024-11-21,0010059653,826.5,1
2024-12-04,0010059653,604.5,2
2024-12-16,0010059653,1387.75,2
2024-12-18,0010059653,178.0,1
2024-12-30,0010059653,990.5,1
2024-04-01,0010060655,3243.0,2
2024-04-10,0010060655,13620.0,4
2024-04-23,0010060655,2001.0,1
2024-05-21,0010060655,18975.0,6
2024-06-26,0010060655,20206.25,5
2024-07-25,0010060655,1500.75,1
2024-07-30,0010060655,15082.5,5
2024-08-19,0010060655,8181.25,1
2024-08-20,0010060655,8181.25,1
2024-08-22,0010060655,-8181.25,1
2024-09-04,0010060655,6197.5,5
2024-09-16,0010060655,4800.5,3
2024-10-07,0010060655,7171.75,5
2024-10-09,0010060655,561.25,1
2024-10-16,0010060655,-561.25,1
2024-10-28,0010060655,5201.75,5
2024-11-06,0010060655,1000.5,1
2024-11-18,0010060655,1394.25,4
2024-11-21,0010060655,1421.5,3
2024-11-25,0010060655,16577.5,5
2024-12-16,0010060655,561.25,1
2024-12-26,0010060655,20115.0,4
2024-01-23,0010063660,1850.5,2
2024-01-29,0010063660,925.25,2
2024-02-14,0010063660,505.5,1
2024-02-22,0010063660,252.75,1
2024-02-26,0010063660,398.5,1
2024-02-29,0010063660,505.5,1
2024-03-11,0010063660,422.0,1
2024-03-12,0010063660,1990.0,2
2024-03-18,0010063660,1617.25,3
2024-03-25,0010063660,1266.0,2
2024-04-01,0010063660,275.5,1
2024-04-08,0010063660,1059.5,2
2024-04-15,0010063660,2687.5,3
2024-04-16,0010063660,1266.0,1
2024-04-22,0010063660,639.75,1
2024-04-23,0010063660,3077.0,3
2024-04-24,0010063660,1184.0,2
2024-05-06,0010063660,1884.0,2
2024-05-20,0010063660,977.5,2
2024-05-28,0010063660,2325.5,3
2024-05-29,0010063660,551.0,1
2024-05-30,0010063660,986.5,1
2024-06-03,0010063660,1447.25,3
2024-06-10,0010063660,4109.0,6
2024-06-13,0010063660,3027.0,3
2024-06-14,0010063660,211.0,1
2024-06-17,0010063660,3984.5,3
2024-06-19,0010063660,1272.75,2
2024-06-20,0010063660,-1272.75,2
2024-06-25,0010063660,1550.5,3
2024-07-01,0010063660,986.5,1
2024-07-08,0010063660,4606.25,8
2024-07-15,0010063660,3855.5,6
2024-07-22,0010063660,2959.5,1
2024-07-29,0010063660,1395.0,2
2024-07-30,0010063660,1685.75,2
2024-08-01,0010063660,493.25,1
2024-08-12,0010063660,12185.0,13
2024-08-14,0010063660,551.0,1
2024-08-19,0010063660,551.0,1
2024-08-20,0010063660,422.0,1
2024-08-26,0010063660,3782.0,4
2024-09-03,0010063660,673.25,2
2024-09-04,0010063660,1865.5,2
2024-09-05,0010063660,633.0,1
2024-09-09,0010063660,2959.5,1
2024-09-16,0010063660,2252.5,3
2024-09-23,0010063660,1012.0,3
2024-09-30,0010063660,3485.5,4
2024-10-03,0010063660,211.0,1
2024-10-07,0010063660,3066.5,3
2024-10-14,0010063660,4049.5,6
2024-10-21,0010063660,415.5,1
2024-10-28,0010063660,2717.25,4
2024-11-11,0010063660,3874.75,3
2024-11-12,0010063660,1941.75,4
2024-11-18,0010063660,2717.75,5
2024-11-25,0010063660,3288.0,3
2024-12-02,0010063660,2914.75,3
2024-12-03,0010063660,1414.25,4
2024-12-09,0010063660,213.25,1
2024-12-16,0010063660,3927.25,5
2024-12-17,0010063660,1371.0,5
2024-12-23,0010063660,1236.0,1
2024-12-27,0010063660,561.25,1
2023-01-03,0010064679,725.75,2
2023-01-19,0010064679,494.25,1
2023-01-26,0010064679,2042.5,2
2023-02-23,0010064679,561.0,1
2023-02-28,0010064679,180.0,1
2023-03-03,0010064679,6397.0,6
2023-03-06,0010064679,1167.0,1
2023-03-07,0010064679,672.5,1
2023-03-23,0010064679,583.5,1
2023-03-27,0010064679,9626.0,5
2023-03-30,0010064679,3636.0,1
2023-05-01,0010064679,1555.0,2
2023-05-19,0010064679,1167.0,1
2023-05-30,0010064679,3636.0,1
2023-06-12,0010064679,4150.5,3
2023-06-13,0010064679,1165.5,1
2023-06-20,0010064679,11409.0,3
2023-06-22,0010064679,1167.0,1
2023-06-30,0010064679,8024.25,8
2023-07-31,0010064679,1945.0,1
2023-08-07,0010064679,1165.5,1
2023-08-10,0010064679,3636.0,1
2023-09-05,0010064679,2334.0,1
2023-09-11,0010064679,2233.5,2
2023-09-13,0010064679,1838.0,2
2023-09-18,0010064679,1803.0,1
2023-09-29,0010064679,7116.75,5
2023-10-17,0010064679,890.0,1
2023-10-20,0010064679,4369.0,2
2023-10-25,0010064679,1212.0,1
2023-10-26,0010064679,2985.0,2
2023-11-20,0010064679,8301.0,4
2023-12-11,0010064679,1165.5,1
2023-12-29,0010064679,65985.5,11
2023-03-09,0010065514,13451.0,1
2023-03-14,0010065514,505.5,1
2023-03-15,0010065514,18030.0,1
2023-03-23,0010065514,5409.0,1
2023-04-17,0010065514,214.5,1
2023-04-19,0010065514,429.0,1
2023-05-02,0010065514,3586.5,1
2023-05-12,0010065514,6060.0,1
2023-06-15,0010065514,13752.0,4
2023-06-21,0010065514,12225.0,3
2023-06-26,0010065514,2391.0,1
2023-07-25,0010065514,9015.0,1
2023-09-06,0010065514,9015.0,1
2023-09-14,0010065514,18037.5,5
2023-09-19,0010065514,19368.0,6
2023-09-29,0010065514,4111.5,2
2023-10-12,0010065514,902.5,1
2023-10-31,0010065514,2707.5,2
2023-11-15,0010065514,16100.0,7
2023-11-20,0010065514,16254.0,3
2023-11-30,0010065514,15058.5,4
2024-01-04,0010065514,1805.0,1
2024-01-15,0010065514,1083.0,1
2024-01-29,0010065514,1805.0,2
2024-03-13,0010065514,4046.0,2
2024-03-19,0010065514,956.75,1
2024-03-25,0010065514,30310.5,9
2024-04-16,0010065514,3827.0,2
2024-05-06,0010065514,21902.0,8
2024-06-17,0010065514,28341.0,7
2024-06-24,0010065514,7563.9,2
2024-07-16,0010065514,9489.0,3
2024-07-30,0010065514,12823.5,3
2024-08-05,0010065514,4592.4,1
2024-08-20,0010065514,7854.0,1
2024-09-03,0010065514,16978.5,4
2024-09-09,0010065514,13470.0,1
2024-10-10,0010065514,6728.4,2
2024-10-15,0010065514,23830.5,6
2024-10-22,0010065514,5107.5,2
2024-10-31,0010065514,412.0,1
2024-11-07,0010065514,6610.0,2
2024-11-19,0010065514,13093.5,3
2024-11-27,0010065514,4317.0,1
2024-12-16,0010065514,29476.5,7
2024-01-08,0010065794,1746.0,2
2024-01-10,0010065794,534.0,1
2024-01-17,0010065794,458.5,1
2024-01-22,0010065794,1554.0,1
2024-01-29,0010065794,3563.0,3
2024-02-05,0010065794,2351.0,2
2024-02-09,0010065794,2266.0,2
2024-02-12,0010065794,1195.5,1
2024-02-14,0010065794,3030.0,1
2024-02-16,0010065794,1910.0,2
2024-02-26,0010065794,2944.0,3
2024-02-27,0010065794,356.0,1
2024-02-28,0010065794,754.5,2
2024-03-01,0010065794,4934.5,2
2024-03-18,0010065794,1662.0,1
2024-03-25,0010065794,4905.0,3
2024-03-29,0010065794,6791.9,4
2024-04-01,0010065794,402.5,1
2024-04-08,0010065794,3272.5,1
2024-04-15,0010065794,3663.1,3
2024-04-18,0010065794,378.0,1
2024-04-22,0010065794,1148.1,1
2024-04-24,0010065794,1662.0,1
2024-05-01,0010065794,6000.75,3
2024-05-06,0010065794,1148.1,1
2024-05-07,0010065794,546.0,1
2024-05-15,0010065794,6952.8,5
2024-05-20,0010065794,1662.0,1
2024-05-29,0010065794,4271.5,5
2024-05-30,0010065794,189.0,1
2024-06-03,0010065794,4934.5,2
2024-06-07,0010065794,189.0,1
2024-06-10,0010065794,1148.1,1
2024-06-12,0010065794,6013.5,4
2024-06-17,0010065794,2999.1,3
2024-06-21,0010065794,189.0,1
2024-06-24,0010065794,1662.0,1
2024-07-01,0010065794,3663.1,3
2024-07-02,0010065794,378.0,1
2024-07-08,0010065794,4934.5,2
2024-07-12,0010065794,2515.0,2
2024-07-24,0010065794,7909.55,5
2024-07-26,0010065794,495.25,1
2024-08-05,0010065794,4467.1,4
2024-08-12,0010065794,5029.5,2
2024-08-14,0010065794,1326.25,2
2024-08-16,0010065794,1142.9,2
2024-08-26,0010065794,7461.5,6
2024-08-28,0010065794,1309.0,1
2024-08-30,0010065794,378.0,1
2024-09-04,0010065794,6555.1,4
2024-09-06,0010065794,8706.25,1
2024-09-09,0010065794,7643.15,5
2024-09-16,0010065794,4694.0,4
2024-09-18,0010065794,566.25,1
2024-09-23,0010065794,6114.25,5
2024-10-07,0010065794,8831.9,6
2024-10-14,0010065794,9791.5,4
2024-10-21,0010065794,5621.35,4
2024-10-25,0010065794,3907.0,2
2024-11-04,0010065794,7312.6,5
2024-11-11,0010065794,4786.75,3
2024-11-13,0010065794,5029.5,2
2024-11-18,0010065794,2993.85,3
2024-11-25,0010065794,8199.0,5
2024-11-27,0010065794,3367.5,1
2024-12-04,0010065794,7143.15,5
2024-12-09,0010065794,3367.5,1
2024-12-16,0010065794,11803.1,6
2024-12-18,0010065794,3907.0,2
2024-12-27,0010065794,377.5,1
2023-01-04,0010068811,2632.0,3
2023-01-25,0010068811,476.75,1
2023-02-08,0010068811,476.75,1
2023-02-15,0010068811,1016.75,2
2023-02-22,0010068811,1313.5,2
2023-03-01,0010068811,793.0,2
2023-03-02,0010068811,1376.5,3
2023-03-07,0010068811,1195.5,1
2023-03-08,0010068811,974.0,5
2023-03-22,0010068811,1710.5,2
2023-03-27,0010068811,29511.0,5
2023-05-22,0010068811,389.0,1
2023-05-30,0010068811,583.5,1
2023-06-08,0010068811,1167.0,1
2023-06-12,0010068811,356.0,1
2023-06-15,0010068811,7125.0,3
2023-06-16,0010068811,4668.0,1
2023-06-28,0010068811,1068.0,1
2023-08-14,0010068811,356.0,1
2023-08-23,0010068811,515.0,1
2023-08-28,0010068811,515.0,1
2023-09-06,0010068811,1827.0,2
2023-09-26,0010068811,1827.0,2
2023-09-29,0010068811,4668.0,1
2023-10-16,0010068811,2101.0,3
2023-10-23,0010068811,394.5,1
2023-10-26,0010068811,515.0,1
2023-10-30,0010068811,398.5,1
2023-11-07,0010068811,1121.0,2
2023-11-09,0010068811,-207.5,2
2023-11-20,0010068811,515.0,1
2023-11-27,0010068811,25677.0,7
2023-01-10,0010070385,737.01,1
2023-01-17,0010070385,234.0,1
2023-01-24,0010070385,360.0,2
2023-01-26,0010070385,737.01,1
2023-02-07,0010070385,1066.51,2
2023-02-21,0010070385,917.01,2
2023-01-20,0010072866,425.5,1
2023-08-28,0010072866,4052.75,3
2023-12-05,0010072866,2102.5,3
2023-12-13,0010072866,505.5,1
2023-12-16,0010072866,633.75,2
2024-01-09,0010072866,894.5,2
2024-01-11,0010072866,472.0,1
2024-01-31,0010072866,57620.5,7
2024-02-12,0010072866,9324.0,1
2024-02-28,0010072866,48928.0,8
2024-02-29,0010072866,-613.5,5
2024-11-07,0010072866,412.0,1
2024-11-25,0010072866,34346.5,6
2023-01-03,0010073645,2346.0,2
2023-01-17,0010073645,1148.5,2
2023-01-25,0010073645,3366.0,1
2023-01-26,0010073645,2620.5,1
2023-02-02,0010073645,4488.0,1
2023-02-16,0010073645,1670.0,1
2023-02-24,0010073645,1122.0,1
2023-03-01,0010073645,50674.5,7
2023-03-28,0010073645,4650.0,2
2023-05-23,0010073645,2424.0,1
2023-06-01,0010073645,8664.0,1
2023-06-06,0010073645,33075.0,3
2023-06-15,0010073645,672.5,1
2023-06-26,0010073645,14298.0,7
2023-08-17,0010073645,3636.0,1
2023-08-31,0010073645,1818.0,1
2023-09-01,0010073645,28785.0,4
2023-09-15,0010073645,672.5,1
2023-09-26,0010073645,9159.0,4
2023-09-27,0010073645,2832.0,1
2023-09-29,0010073645,2832.0,1
2023-10-11,0010073645,778.0,1
2023-11-16,0010073645,42612.0,6
2024-01-04,0010073645,389.0,1
2024-01-08,0010073645,3610.0,1
2024-01-10,0010073645,3610.0,1
2024-02-12,0010073645,12120.0,1
2024-02-19,0010073645,778.0,1
2024-03-25,0010073645,31288.15,7
2024-04-23,0010073645,13744.5,1
2024-05-01,0010073645,12552.5,3
2024-05-07,0010073645,3992.0,2
2024-05-08,0010073645,2132.5,1
2024-06-06,0010073645,724.5,1
2024-06-12,0010073645,4592.4,1
2024-06-19,0010073645,25272.8,6
2024-07-03,0010073645,7479.0,1
2024-07-25,0010073645,5607.0,2
2024-07-29,0010073645,16837.5,1
2024-08-05,0010073645,13090.0,1
2024-08-19,0010073645,9972.0,1
2024-08-20,0010073645,13090.0,2
2024-08-23,0010073645,1309.0,1
2024-08-30,0010073645,1309.0,1
2024-09-09,0010073645,1309.0,1
2024-09-10,0010073645,5004.7,2
2024-09-17,0010073645,7003.5,2
2024-09-30,0010073645,966.0,1
2024-10-16,0010073645,6545.0,1
2024-10-23,0010073645,20497.8,6
2024-11-14,0010073645,824.6,1
2023-01-03,0010077126,849.0,1
2023-01-09,0010077126,689.0,2
2023-01-30,0010077126,1616.25,2
2023-02-06,0010077126,359.5,1
2023-02-09,0010077126,3178.75,5
2023-02-16,0010077126,181.75,1
2023-02-23,0010077126,360.0,1
2023-02-27,0010077126,561.0,1
2023-03-08,0010077126,5346.0,4
2023-03-20,0010077126,1068.0,1
2023-03-28,0010077126,1818.0,1
2023-03-29,0010077126,12655.5,8
2023-01-01,0010077313,936.0,1
2023-01-11,0010077313,417.5,1
2023-01-18,0010077313,737.0,1
2023-01-22,0010077313,1771.0,2
2023-02-08,0010077313,1673.0,2
2023-02-13,0010077313,835.0,1
2023-02-15,0010077313,361.0,1
2023-02-20,0010077313,299.5,1
2023-02-28,0010077313,1360.5,2
2023-03-06,0010077313,797.0,2
2023-03-12,0010077313,903.0,1
2023-03-19,0010077313,1400.0,2
2023-03-26,0010077313,797.0,1
2023-04-06,0010077313,1011.0,1
2023-04-10,0010077313,903.0,1
2023-04-18,0010077313,1678.0,2
2023-04-24,0010077313,1011.0,1
2023-05-01,0010077313,797.0,1
2023-05-04,0010077313,1400.0,2
2023-05-17,0010077313,1011.0,1
2023-05-25,0010077313,797.0,1
2023-05-29,0010077313,1400.0,2
2023-06-02,0010077313,903.0,1
2023-06-14,0010077313,1011.0,1
2023-06-19,0010077313,797.0,1
2023-06-26,0010077313,614.75,2
2023-06-29,0010077313,2308.5,4
2023-07-10,0010077313,797.0,1
2023-07-13,0010077313,1334.5,2
2023-07-27,0010077313,840.5,2
2023-08-09,0010077313,398.5,1
2024-01-28,0010077313,1400.0,2
2024-02-19,0010077313,2357.25,4
2024-03-06,0010077313,2480.0,3
2024-03-11,0010077313,853.0,1
2024-04-02,0010077313,1102.0,1
2024-04-11,0010077313,1265.0,2
2024-04-13,0010077313,495.25,1
2024-04-18,0010077313,1322.0,2
2024-04-20,0010077313,1102.0,1
2024-05-02,0010077313,1102.0,1
2024-05-09,0010077313,2231.0,3
2024-05-23,0010077313,1102.0,1
2024-05-30,0010077313,966.0,1
2024-06-05,0010077313,2367.0,3
2024-06-15,0010077313,1102.0,1
2024-06-19,0010077313,966.0,2
2024-06-27,0010077313,853.0,1
2024-06-28,0010077313,241.5,1
2024-07-06,0010077313,1870.0,3
2024-07-10,0010077313,495.25,1
2024-07-22,0010077313,966.0,1
2024-07-24,0010077313,1102.0,1
2024-08-03,0010077313,866.57,1
2024-08-15,0010077313,418.55,1
2024-08-22,0010077313,1119.53,1
2024-08-24,0010077313,361.67,1
2024-08-28,0010077313,981.36,1
2024-09-15,0010077313,1986.08,2
2024-10-02,0010077313,1119.52,1
2024-10-05,0010077313,1399.91,2
2024-10-12,0010077313,361.66,1
2024-10-19,0010077313,503.11,1
2024-10-23,0010077313,1706.2,2
2024-11-13,0010077313,2100.88,2
2024-11-30,0010077313,418.55,1
2024-12-05,0010077313,361.66,1
2024-12-08,0010077313,1986.08,2
2024-12-26,0010077313,966.0,1
2023-03-07,0010085333,2166.0,1
2023-06-12,0010085333,178.0,1
2023-09-26,0010085333,2166.0,1
2023-11-06,0010085333,178.0,1
2023-11-20,0010085333,11710.5,4
2023-12-20,0010085333,389.0,1
2023-02-22,0010086778,597.5,2
2023-03-01,0010086778,6889.5,4
2023-03-02,0010086778,15438.0,4
2023-03-03,0010086778,970.5,1
2023-03-24,0010086778,1354.5,1
2023-03-29,0010086778,1942.5,1
2023-04-19,0010086778,7901.25,2
2023-06-27,0010086778,20530.5,7
2023-07-06,0010086778,2709.0,2
2023-09-26,0010086778,17602.5,4
2023-10-31,0010086778,6713.0,2
2024-01-11,0010087775,1165.5,1
2024-01-17,0010087775,4242.0,1
2024-01-25,0010087775,2331.0,1
2024-02-14,0010087775,797.0,1
2024-02-15,0010087775,8892.5,5
2024-02-29,0010087775,2331.0,1
2024-03-05,0010087775,1662.5,2
2024-03-13,0010087775,3170.75,3
2024-03-21,0010087775,7678.0,4
2024-04-03,0010087775,1662.0,1
2024-04-09,0010087775,3184.0,2
2024-04-16,0010087775,6442.0,3
2024-04-29,0010087775,3781.0,4
2024-05-08,0010087775,6420.0,2
2024-05-09,0010087775,3296.25,4
2024-05-22,0010087775,7656.0,3
2024-06-04,0010087775,719.5,1
2024-06-05,0010087775,4986.0,1
2024-06-10,0010087775,8459.25,5
2024-06-18,0010087775,995.0,2
2024-06-24,0010087775,3927.0,1
2024-07-01,0010087775,3900.25,4
2024-07-02,0010087775,2472.0,1
2024-07-08,0010087775,712.0,1
2024-07-11,0010087775,551.0,1
2024-07-17,0010087775,3927.0,1
2024-07-23,0010087775,1662.0,1
2024-07-29,0010087775,1207.25,2
2024-07-30,0010087775,2088.5,2
2024-08-05,0010087775,6894.25,3
2024-08-12,0010087775,3346.0,2
2024-08-19,0010087775,851.25,2
2024-08-22,0010087775,3927.0,1
2024-08-28,0010087775,1309.0,1
2024-08-29,0010087775,4058.0,3
2024-09-09,0010087775,1309.0,1
2024-09-10,0010087775,2967.25,2
2024-09-11,0010087775,275.5,1
2024-09-16,0010087775,2988.25,2
2024-09-24,0010087775,5051.25,1
2024-09-30,0010087775,712.0,1
2024-10-02,0010087775,853.0,1
2024-10-03,0010087775,2493.0,1
2024-10-09,0010087775,1236.0,1
2024-10-10,0010087775,575.0,2
2024-10-16,0010087775,7257.0,2
2024-10-23,0010087775,3313.5,2
2024-10-28,0010087775,853.0,1
2024-11-04,0010087775,3367.5,1
2024-11-05,0010087775,3065.0,3
2024-11-06,0010087775,853.0,1
2024-11-13,0010087775,1236.0,1
2024-11-14,0010087775,3367.5,1
2024-11-20,0010087775,6420.0,2
2024-11-26,0010087775,2863.75,3
2024-12-05,0010087775,2555.5,3
2024-12-10,0010087775,2245.0,1
2024-12-12,0010087775,4137.5,2
2024-12-16,0010087775,2893.5,2
2024-12-20,0010087775,2245.0,1
2024-12-30,0010087775,5472.0,4
2023-02-03,0010088053,1598.75,2
2023-02-13,0010088053,1678.25,3
2023-02-16,0010088053,1106.0,3
2023-02-20,0010088053,2323.75,4
2023-02-27,0010088053,727.5,2
2023-03-01,0010088053,1727.0,2
2023-03-06,0010088053,591.75,1
2023-03-09,0010088053,1498.0,3
2023-03-15,0010088053,3210.75,4
2023-03-23,0010088053,1921.5,3
2023-03-29,0010088053,1197.75,2
2023-04-05,0010088053,452.0,2
2023-04-06,0010088053,194.5,1
2023-04-10,0010088053,384.25,5
2023-04-12,0010088053,3030.0,3
2023-04-13,0010088053,194.5,1
2023-04-17,0010088053,1693.0,4
2023-04-18,0010088053,909.0,1
2023-04-19,0010088053,778.0,1
2023-04-20,0010088053,2379.0,2
2023-04-24,0010088053,591.75,1
2023-05-08,0010088053,1304.0,2
2023-05-15,0010088053,1606.5,2
2023-05-22,0010088053,909.5,2
2023-05-24,0010088053,606.0,1
2023-06-01,0010088053,1710.0,4
2023-06-05,0010088053,1921.5,3
2023-06-12,0010088053,1710.0,4
2023-06-15,0010088053,1712.25,2
2023-06-19,0010088053,1710.0,4
2023-06-26,0010088053,3313.75,5
2023-07-05,0010088053,2402.0,4
2023-07-10,0010088053,1510.0,3
2023-07-12,0010088053,591.75,1
2023-07-17,0010088053,2510.5,4
2023-07-24,0010088053,2510.5,4
2023-07-31,0010088053,1692.5,3
2023-08-02,0010088053,515.0,1
2023-08-09,0010088053,2207.5,4
2023-08-14,0010088053,1904.5,4
2023-08-21,0010088053,2192.75,3
2023-08-28,0010088053,2707.75,4
2023-09-04,0010088053,3420.0,4
2023-09-14,0010088053,1803.75,2
2023-09-18,0010088053,0.0,2
2023-09-27,0010088053,1921.5,3
2023-10-02,0010088053,591.75,1
2023-10-05,0010088053,800.5,2
2023-10-09,0010088053,1195.0,3
2023-10-12,0010088053,1318.25,3
2023-10-16,0010088053,1195.0,3
2023-10-23,0010088053,2707.75,4
2023-10-30,0010088053,2599.25,4
2023-11-06,0010088053,709.5,2
2023-11-08,0010088053,1803.75,2
2023-11-09,0010088053,389.0,1
2023-11-15,0010088053,1710.0,4
2023-11-20,0010088053,1710.0,4
2023-11-29,0010088053,1318.25,3
2023-12-04,0010088053,1197.75,2
2023-12-06,0010088053,904.0,2
2023-12-11,0010088053,1000.5,3
2023-12-13,0010088053,389.0,1
2023-12-14,0010088053,194.5,1
2023-12-18,0010088053,2318.75,3
2023-12-20,0010088053,995.0,2
2023-12-27,0010088053,1712.75,3
2024-01-08,0010088053,1392.25,3
2024-01-11,0010088053,1636.0,3
2024-01-12,0010088053,515.0,1
2024-01-16,0010088053,591.75,1
2024-01-17,0010088053,995.0,2
2024-01-22,0010088053,800.5,2
2024-01-24,0010088053,394.5,1
2024-01-29,0010088053,497.5,2
2023-02-07,0010088326,539.25,1
2023-02-13,0010088326,963.75,2
2023-02-15,0010088326,539.25,1
2023-02-21,0010088326,359.5,1
2023-02-24,0010088326,179.75,1
2023-03-01,0010088326,3094.5,3
2023-03-09,0010088326,1165.5,1
2023-03-21,0010088326,1165.5,1
2023-03-28,0010088326,6178.5,3
2023-05-11,0010088326,388.5,1
2023-05-30,0010088326,388.5,1
2023-06-01,0010088326,1165.5,1
2023-06-08,0010088326,3299.25,3
2023-06-12,0010088326,1167.75,2
2023-06-26,0010088326,1165.5,1
2023-06-27,0010088326,4662.0,1
2023-07-14,0010088326,252.75,1
2023-07-27,0010088326,252.75,1
2023-08-08,0010088326,252.75,1
2023-08-14,0010088326,252.75,1
2023-08-17,0010088326,388.5,1
2023-08-22,0010088326,388.5,1
2023-08-29,0010088326,252.75,1
2023-08-30,0010088326,194.25,1
2023-08-31,0010088326,194.25,1
2023-09-05,0010088326,1165.5,1
2023-09-07,0010088326,1546.75,3
2023-09-19,0010088326,1165.5,1
2023-09-27,0010088326,2583.75,2
2023-10-05,0010088326,196.5,1
2023-10-16,0010088326,850.5,2
2023-10-23,0010088326,597.75,1
2023-10-24,0010088326,850.5,2
2023-10-30,0010088326,787.0,2
2023-11-02,0010088326,597.75,1
2023-11-06,0010088326,1051.25,3
2023-11-09,0010088326,986.25,2
2023-11-13,0010088326,393.5,3
2023-11-14,0010088326,199.25,1
2023-11-15,0010088326,6596.5,4
2023-11-28,0010088326,14151.5,6
2023-12-26,0010088326,5544.0,4
2024-01-23,0010092115,458.5,1
2024-02-06,0010092115,1617.5,1
2024-02-14,0010092115,2978.75,2
2024-02-29,0010092115,5930.0,2
2024-03-01,0010092115,3054.25,2
2024-03-13,0010092115,1780.0,1
2024-03-20,0010092115,4242.5,2
2024-03-29,0010092115,2515.5,3
2024-04-03,0010092115,1266.0,2
2024-04-08,0010092115,10982.0,7
2024-04-15,0010092115,1985.5,2
2024-04-24,0010092115,1706.0,1
2024-04-29,0010092115,1424.0,1
2024-05-06,0010092115,5295.0,3
2024-05-13,0010092115,3811.5,4
2024-05-20,0010092115,2515.5,2
2024-05-24,0010092115,2545.5,2
2024-05-28,0010092115,719.5,1
2024-06-03,0010092115,5042.0,3
2024-06-05,0010092115,1424.0,1
2024-06-06,0010092115,1813.5,2
2024-06-10,0010092115,495.25,1
2024-06-17,0010092115,3328.0,3
2024-06-24,0010092115,5295.0,2
2024-06-27,0010092115,2559.0,1
2024-07-02,0010092115,1439.0,1
